2020-08-29,16:54:32.025247,ingresos,14,#PEINES CHICOS,10,1000
2020-08-29,17:22:29.505978,ingresos,15,#PEINES GRANDES,100,1000
2020-09-02,15:18:11.470746,ingresos,30,#Shampoo Seco 100 grs ,200,100
2020-09-06,16:40:06.718876,ingresos,1,#SHAMPOO SOLIDO 85GS,10,100
2020-09-07,15:51:50.891932,ingresos,30,#Shampoo Seco 100 grs ,100,10000
2020-09-07,16:00:11.913409,ingresos,30,#Shampoo Seco 100 grs ,100,10000
2020-09-07,16:00:11.913409,ingresos,53,#Peines (cada uno de los 5 mode,5,10000
2020-09-07,16:09:17.917767,ingresos,30,#Shampoo Seco 100 grs ,100,50000
2020-09-15,18:25:24.849492,ingresos,64,#Almohadilla Térmica Multiuso,50,345
